@relation Acceleration

@attribute MinAccX numeric
@attribute MaxAccX numeric
@attribute AvgAccX numeric
@attribute StdevAccX numeric
@attribute MinAccY numeric
@attribute MaxAccY numeric
@attribute AvgAccY numeric
@attribute StdevAccY numeric
@attribute MinAccZ numeric
@attribute MaxAccZ numeric
@attribute AvgAccZ numeric
@attribute StdevAccZ numeric
@attribute Gender {F, M}

@data

-6.32069253921509,1.06302559375763,-1.30402738843076,0.85566117445796,-1.04387199878693,10.8696756362915,5.68655034268974,1.40521501581451,-7.2113356590271,12.4019651412964,6.54786158152536,3.82531044731757,F
-2.81558108329773,2.94007968902588,-0.228874861471629,0.327868585333545,-1.69509482383728,6.95276165008545,2.4499933724481,2.77149612018332,4.58729028701782,15.4473896026611,8.97749615779704,0.980600187246216,M
-3.02627086639404,3.04542446136475,-1.1279469327611,0.224819540955926,2.95923328399658,9.60553741455078,3.46269862545844,0.385366014126078,3.79241538047791,9.81622695922852,9.02496567895552,0.301445607065593,F
-1.91536140441895,1.62805712223053,-0.226814061064246,0.523739111769301,5.20020627975464,8.13070869445801,6.25733096356619,0.591247243142548,5.04697704315186,10.046070098877,7.32530752259155,0.511663417453505,M
-2.93050289154053,2.24097275733948,0.322501338597867,1.00429820910333,-1.78128612041473,5.57370138168335,3.39238940211714,1.21430669443915,5.52581739425659,12.7275762557983,8.94829310709887,0.619921629361806,F
-5.15232229232788,2.26970314979553,-0.295366602895565,0.740783086422785,-0.325611442327499,6.16746377944946,0.544954921324629,1.0421921129561,3.3231520652771,17.4585189819336,9.7055648819031,0.4820396750175,M
-0.440533101558685,-0.306457817554474,-0.376364624693326,0.0112611051511865,-0.0766144543886185,0.0191536135971546,-0.0264234567053526,0.0170920156663902,9.67257499694824,9.94072532653809,9.80665016174316,0.018094774616544,F
-4.38617753982544,2.70065951347351,-0.767364871714446,0.51322926161073,-2.35589456558228,9.14585018157959,1.36018358715593,1.85022287699866,4.61602067947388,12.0093154907227,9.45242929886392,0.7480818167636,M
-1.3407529592514,1.79086291790009,0.912427638832949,0.52031734762245,4.39575433731079,9.08838939666748,5.91865285452603,1.14427110893922,3.87860679626465,11.1474027633667,7.34956361999576,1.16690388824311,F
-0.497993946075439,-0.363918662071228,-0.422812093619278,0.0107407799072469,-0.0861912593245506,0.00957680679857731,-0.0413621235028154,0.0136543611622613,9.71088218688965,9.89284133911133,9.81162826480761,0.0145810662870276,M
-3.84987640380859,3.58172583580017,-0.832835111542036,1.26621408808062,1.13006317615509,8.83939266204834,4.48420801946781,0.733592739076057,-4.38617753982544,19.6707611083984,8.47113544166888,0.937111397350506,F
-4.39575433731079,-2.34631776809692,-3.27220312858509,0.542027231527257,6.61757326126099,7.84340476989746,7.06800871242073,0.243028173785133,3.76368498802185,7.51779317855835,5.94017134193016,0.200702000081922,M
-10.6589860916138,7.47948598861694,-0.594049324289896,1.31336008707626,-3.33272886276245,12.5743474960327,3.51259396747065,2.99132475495164,-1.74297881126404,13.608642578125,8.22250102984688,2.30742107067311,F
-2.31758713722229,-0.143652096390724,-0.889032128631216,0.354636547334081,6.32069253921509,8.12113189697266,7.04455090571693,0.377732407294592,5.06613063812256,8.51378154754639,6.62053753248877,0.363123746049804,M
